member_id,first_name,last_name,email,market,zip_code,purchase_date,renewal_date,acquisition_channel,total_visits,last_visit_date,plan_tier,plan_price
M00195,Richard,Garcia,richard.garcia24@yahoo.com,Salt Lake City,84166,2025-07-26,2026-07-26,Organic Search,7,2026-03-26,Couple,43.52
M00196,Tyler,Simmons,tyler.simmons32@yahoo.com,Houston,77022,2025-10-27,2026-10-27,Word of Mouth,0,,Family Plus,106.02
M00197,Kenneth,Hernandez,kenneth.hernandez96@outlook.com,Phoenix,85091,2025-12-14,2026-12-14,Groupon,1,2026-01-10,Couple,40.56
M00198,Robert,Hernandez,robert.hernandez75@yahoo.com,Austin,78757,2025-05-23,2026-05-23,Instagram Ads,6,2026-04-08,Couple,54.0
M00199,William,Washington,william.washington91@gmail.com,Phoenix,85099,2025-10-21,2026-10-21,Word of Mouth,4,2026-03-26,Family,80.74
M00200,John,Sanders,john.sanders80@gmail.com,Tucson,85794,2025-07-24,2026-07-24,TikTok Ads,0,,Family,66.59
M00201,Donna,Reed,donna.reed42@gmail.com,Dallas,75222,2026-03-27,2027-03-27,Word of Mouth,1,2026-03-29,Individual,35.7
M00202,Nolan,Jimenez,nolan.jimenez85@gmail.com,Boise,83785,2026-02-10,2027-02-10,Facebook Ads,0,,Couple,57.18
M00203,Charles,Owens,charles.owens82@gmail.com,Austin,78763,2025-05-24,2026-05-24,Instagram Ads,7,2026-03-10,Family,61.33
M00204,Anthony,Nelson,anthony.nelson24@gmail.com,Houston,77094,2025-10-06,2026-10-06,Facebook Ads,0,,Family Plus,104.95
M00205,Isaac,Wood,isaac.wood48@gmail.com,Boise,83751,2025-06-27,2026-06-27,Word of Mouth,0,,Family,67.56
M00206,Angela,Castillo,angela.castillo58@gmail.com,Dallas,75214,2026-02-07,2027-02-07,Direct,1,2026-02-20,Family,79.7
M00207,Colton,Peterson,colton.peterson71@gmail.com,Austin,78783,2025-11-06,2026-11-06,Facebook Ads,3,2026-02-19,Individual,26.11
M00208,Madison,Ross,madison.ross11@outlook.com,Dallas,75265,2025-12-09,2026-12-09,Groupon,0,,Family Plus,120.31
M00209,Robert,Ross,robert.ross7@gmail.com,Salt Lake City,84179,2025-09-29,2026-09-29,Word of Mouth,0,,Couple,59.93
M00210,Kyle,White,kyle.white29@gmail.com,San Antonio,78228,2026-03-10,2027-03-10,Facebook Ads,1,2026-03-17,Individual,30.43
M00211,Marcus,King,marcus.king98@gmail.com,Austin,78772,2025-07-10,2026-07-10,Groupon,6,2026-03-04,Family,81.45
M00212,Donna,Perez,donna.perez15@yahoo.com,Boise,83728,2025-12-05,2026-12-05,Affiliate,2,2026-02-22,Family,59.55
M00213,Evelyn,Torres,evelyn.torres89@yahoo.com,Austin,78794,2025-12-23,2026-12-23,Word of Mouth,5,2026-03-31,Couple,40.8
M00214,Jesse,Thompson,jesse.thompson24@gmail.com,El Paso,79981,2025-07-07,2026-07-07,Affiliate,5,2026-01-13,Individual,23.95
M00215,Laura,Hill,laura.hill44@outlook.com,Salt Lake City,84158,2025-12-09,2026-12-09,Word of Mouth,2,2026-01-15,Family,93.91
M00216,Stephanie,Scott,stephanie.scott40@outlook.com,Idaho Falls,83465,2025-06-19,2026-06-19,Direct,0,,Family Plus,94.23
M00217,Samantha,Moore,samantha.moore72@gmail.com,Tucson,85733,2025-10-23,2026-10-23,Groupon,0,,Family Plus,115.17
M00218,Julie,Bell,julie.bell39@gmail.com,El Paso,79991,2026-03-29,2027-03-29,TikTok Ads,0,,Couple,62.37
M00219,Carter,Morgan,carter.morgan78@gmail.com,Phoenix,85039,2025-08-03,2026-08-03,Facebook Ads,5,2026-03-13,Individual,20.59
M00220,Stephanie,Evans,stephanie.evans9@gmail.com,El Paso,79966,2025-08-13,2026-08-13,Affiliate,0,,Family,72.0
M00221,Joyce,Russell,joyce.russell6@outlook.com,Tucson,85760,2025-07-10,2026-07-10,Word of Mouth,7,2026-02-07,Family,82.75
M00222,Carter,Wilson,carter.wilson89@gmail.com,Salt Lake City,84192,2025-06-09,2026-06-09,Groupon,0,,Family,63.53
M00223,Marcus,Wright,marcus.wright51@gmail.com,Houston,77032,2025-08-15,2026-08-15,Groupon,2,2026-03-18,Family Plus,121.25
M00224,Nancy,Robinson,nancy.robinson91@gmail.com,Dallas,75277,2025-05-26,2026-05-26,Organic Search,0,,Family,98.01
M00225,Jerry,Ross,jerry.ross6@outlook.com,Austin,78794,2026-03-09,2027-03-09,Affiliate,1,2026-03-20,Individual,21.89
M00226,Dorothy,Phillips,dorothy.phillips1@yahoo.com,Houston,77073,2025-10-18,2026-10-18,Word of Mouth,8,2026-03-28,Individual,36.65
M00227,Cooper,Reed,cooper.reed79@outlook.com,Austin,78781,2026-03-17,2027-03-17,Facebook Ads,1,2026-03-19,Family,82.16
M00228,Isaac,Taylor,isaac.taylor38@gmail.com,Salt Lake City,84145,2025-12-18,2026-12-18,Groupon,2,2026-04-03,Couple,45.3
M00229,Tristan,Kelly,tristan.kelly55@yahoo.com,Houston,77089,2025-07-12,2026-07-12,Groupon,0,,Individual,30.25
M00230,Megan,Wells,megan.wells24@yahoo.com,Phoenix,85034,2026-02-03,2027-02-03,Facebook Ads,1,2026-02-09,Individual,31.51
M00231,Sophia,Diaz,sophia.diaz2@outlook.com,Phoenix,85018,2026-04-01,2027-04-01,Groupon,1,2026-04-08,Family,71.96
M00232,Abigail,Davis,abigail.davis23@gmail.com,Provo,84696,2026-01-25,2027-01-25,Word of Mouth,3,2026-04-08,Family,60.42
M00233,Mason,Jones,mason.jones27@gmail.com,Dallas,75255,2025-10-13,2026-10-13,Facebook Ads,0,,Individual,35.81
M00234,Wyatt,Nelson,wyatt.nelson74@yahoo.com,Salt Lake City,84149,2025-09-05,2026-09-05,Organic Search,3,2025-12-16,Couple,39.95
M00235,Victoria,Miller,victoria.miller62@yahoo.com,Dallas,75271,2026-01-21,2027-01-21,Organic Search,2,2026-02-21,Family,90.02
M00236,Danielle,Thompson,danielle.thompson43@gmail.com,Salt Lake City,84176,2025-10-27,2026-10-27,Instagram Ads,0,,Family,59.9
M00237,Rebecca,Chavez,rebecca.chavez26@gmail.com,Phoenix,85050,2026-04-01,2027-04-01,Instagram Ads,0,,Family,69.91
M00238,Ann,Clark,ann.clark27@gmail.com,Austin,78744,2026-01-15,2027-01-15,Facebook Ads,0,,Family,70.33
M00239,Frank,Simmons,frank.simmons7@gmail.com,Houston,77096,2025-09-16,2026-09-16,Facebook Ads,3,2026-04-05,Couple,41.58
M00240,Christina,King,christina.king12@outlook.com,Houston,77068,2025-08-07,2026-08-07,Groupon,4,2026-03-22,Family,89.66
M00241,Ethan,Baker,ethan.baker37@outlook.com,Salt Lake City,84123,2025-06-24,2026-06-24,Groupon,0,,Family,63.28
M00242,Nicole,Marshall,nicole.marshall52@gmail.com,Phoenix,85041,2025-10-12,2026-10-12,Word of Mouth,10,2026-04-11,Family Plus,102.82
M00243,Christian,Smith,christian.smith97@gmail.com,Salt Lake City,84178,2025-12-20,2026-12-20,Groupon,1,2025-12-27,Family,76.89
M00244,Alexander,Thompson,alexander.thompson75@gmail.com,Fort Worth,76161,2025-06-27,2026-06-27,Instagram Ads,0,,Family Plus,91.25
M00245,James,Alvarez,james.alvarez15@outlook.com,Phoenix,85099,2025-09-09,2026-09-09,Word of Mouth,3,2025-12-22,Family,87.47
M00246,Doris,Allen,doris.allen18@gmail.com,Boise,83728,2025-10-22,2026-10-22,Organic Search,0,,Family,76.47
M00247,Noah,Henderson,noah.henderson80@gmail.com,Houston,77080,2025-08-30,2026-08-30,Instagram Ads,0,,Couple,45.77
M00248,Madison,Vargas,madison.vargas94@gmail.com,Houston,77062,2026-03-16,2027-03-16,Affiliate,0,,Family,60.34
M00249,Tristan,Patel,tristan.patel15@gmail.com,El Paso,79920,2025-11-12,2026-11-12,Facebook Ads,3,2026-02-12,Family,98.34
M00250,Logan,Williams,logan.williams61@gmail.com,Idaho Falls,83483,2026-03-26,2027-03-26,Organic Search,0,,Couple,67.82
M00251,Aiden,Cox,aiden.cox94@yahoo.com,Boise,83784,2025-05-20,2026-05-20,Facebook Ads,5,2025-10-13,Individual,38.81
M00252,Brian,Gutierrez,brian.gutierrez90@gmail.com,Phoenix,85077,2026-01-20,2027-01-20,Affiliate,0,,Couple,41.53
M00253,Gabriel,Bell,gabriel.bell99@gmail.com,Boise,83791,2026-03-08,2027-03-08,Facebook Ads,0,,Family,92.67
M00254,Sandra,Wilson,sandra.wilson22@gmail.com,Houston,77070,2025-09-22,2026-09-22,Organic Search,0,,Family,80.3
M00255,Heather,Fernandez,heather.fernandez34@gmail.com,Mesa,85211,2025-10-25,2026-10-25,Groupon,0,,Family,74.28
M00256,Carson,Hernandez,carson.hernandez13@outlook.com,El Paso,79965,2026-03-10,2027-03-10,Word of Mouth,1,2026-03-31,Family,69.9
M00257,Marilyn,Campbell,marilyn.campbell41@gmail.com,Boise,83718,2025-08-19,2026-08-19,Facebook Ads,3,2026-02-05,Individual,21.08
M00258,Donald,Thompson,donald.thompson78@gmail.com,Boise,83792,2025-12-06,2026-12-06,Word of Mouth,5,2026-04-10,Family Plus,121.26
M00259,Zachary,Moore,zachary.moore63@yahoo.com,Dallas,75292,2025-12-14,2026-12-14,Word of Mouth,4,2026-03-29,Individual,34.37
M00260,Elizabeth,Jimenez,elizabeth.jimenez35@gmail.com,Dallas,75260,2025-07-27,2026-07-27,Word of Mouth,2,2026-02-11,Family,96.6
M00261,Sara,Alvarez,sara.alvarez43@yahoo.com,Boise,83792,2026-02-22,2027-02-22,Facebook Ads,0,,Family,97.44
M00262,Scott,Phillips,scott.phillips23@gmail.com,El Paso,79994,2025-05-17,2026-05-17,Facebook Ads,0,,Family,94.86
M00263,Jesse,Perez,jesse.perez81@gmail.com,Phoenix,85014,2025-07-28,2026-07-28,Facebook Ads,7,2026-04-07,Family,82.72
M00264,Connor,Reyes,connor.reyes10@gmail.com,Salt Lake City,84193,2025-12-01,2026-12-01,Facebook Ads,2,2026-03-03,Family Plus,111.26
M00265,Margaret,Robinson,margaret.robinson64@gmail.com,Austin,78718,2025-09-11,2026-09-11,Instagram Ads,4,2025-12-25,Couple,63.35
M00266,Dennis,Nelson,dennis.nelson57@gmail.com,Austin,78727,2025-12-01,2026-12-01,Facebook Ads,5,2026-04-08,Family,83.5
M00267,George,Vargas,george.vargas79@outlook.com,San Antonio,78254,2025-07-07,2026-07-07,Groupon,0,,Family,66.68
M00268,Sebastian,Castillo,sebastian.castillo98@outlook.com,Houston,77090,2026-01-18,2027-01-18,Organic Search,0,,Couple,44.81
M00269,Joan,Vargas,joan.vargas23@gmail.com,Idaho Falls,83416,2025-10-15,2026-10-15,Organic Search,0,,Couple,52.04
M00270,Noah,Lopez,noah.lopez14@outlook.com,Salt Lake City,84113,2025-08-20,2026-08-20,Word of Mouth,6,2026-04-11,Individual,36.9
M00271,Emily,Parker,emily.parker79@gmail.com,Dallas,75227,2026-03-03,2027-03-03,Groupon,1,2026-03-11,Individual,26.17
M00272,Carol,Mendoza,carol.mendoza29@outlook.com,San Antonio,78291,2025-06-25,2026-06-25,TikTok Ads,0,,Family Plus,109.81
M00273,Daniel,Bell,daniel.bell67@gmail.com,Fort Worth,76185,2025-08-28,2026-08-28,Word of Mouth,5,2026-01-02,Family,59.58
M00274,Peter,Powell,peter.powell62@outlook.com,Salt Lake City,84173,2025-09-08,2026-09-08,Facebook Ads,0,,Family,59.5
M00275,Dorothy,Alvarez,dorothy.alvarez38@gmail.com,Fort Worth,76112,2025-06-16,2026-06-16,Word of Mouth,12,2026-03-23,Couple,60.1
M00276,Ann,Evans,ann.evans18@yahoo.com,Salt Lake City,84171,2025-12-18,2026-12-18,Organic Search,0,,Family,93.85
M00277,Raymond,Price,raymond.price35@gmail.com,Dallas,75216,2025-07-09,2026-07-09,Facebook Ads,0,,Couple,53.59
M00278,Adrian,Howard,adrian.howard58@outlook.com,El Paso,79918,2025-09-16,2026-09-16,Facebook Ads,0,,Family Plus,92.14
M00279,Pamela,Martin,pamela.martin14@gmail.com,Salt Lake City,84128,2025-05-18,2026-05-18,Word of Mouth,9,2026-03-06,Family Plus,107.74
M00280,Jonathan,Collins,jonathan.collins62@gmail.com,Phoenix,85016,2025-05-23,2026-05-23,Facebook Ads,0,,Couple,67.69
M00281,Parker,Kelly,parker.kelly24@outlook.com,Tucson,85795,2025-10-24,2026-10-24,Instagram Ads,0,,Individual,21.34
M00282,Zachary,Gutierrez,zachary.gutierrez48@gmail.com,Austin,78714,2025-08-18,2026-08-18,Organic Search,6,2026-03-26,Family Plus,94.33
M00283,Victoria,Gray,victoria.gray89@gmail.com,Houston,77015,2025-09-11,2026-09-11,Facebook Ads,0,,Family,71.32
M00284,Ryan,Graham,ryan.graham46@gmail.com,Salt Lake City,84192,2026-03-14,2027-03-14,Facebook Ads,1,2026-03-25,Family,90.25
M00285,Cheryl,Powell,cheryl.powell25@gmail.com,Austin,78775,2026-01-19,2027-01-19,TikTok Ads,1,2026-01-24,Family Plus,102.0
M00286,Ann,Thompson,ann.thompson28@yahoo.com,Fort Worth,76166,2025-08-30,2026-08-30,Groupon,0,,Family,97.81
M00287,Henry,Scott,henry.scott76@gmail.com,Salt Lake City,84148,2026-03-02,2027-03-02,Word of Mouth,0,,Family Plus,124.52
M00288,Kathryn,Long,kathryn.long12@gmail.com,Boise,83744,2025-12-28,2026-12-28,Groupon,1,2026-01-11,Family,87.41
M00289,Frances,Cox,frances.cox64@gmail.com,Houston,77013,2025-05-12,2026-05-12,Instagram Ads,0,,Individual,25.0
M00290,Adrian,Young,adrian.young84@yahoo.com,Salt Lake City,84198,2025-07-26,2026-07-26,Organic Search,0,,Individual,34.29
M00291,Sarah,Castillo,sarah.castillo75@gmail.com,Dallas,75243,2025-09-29,2026-09-29,Word of Mouth,6,2026-04-01,Family,86.77
M00292,Matthew,Nelson,matthew.nelson70@gmail.com,Phoenix,85097,2025-10-01,2026-10-01,Instagram Ads,2,2026-01-13,Couple,59.94
M00293,Debra,Adams,debra.adams14@gmail.com,Houston,77034,2025-07-09,2026-07-09,Instagram Ads,0,,Family,86.59
M00294,Parker,Robinson,parker.robinson54@gmail.com,Salt Lake City,84126,2025-10-01,2026-10-01,Affiliate,1,2025-10-07,Family,71.46
M00295,Nicole,Davis,nicole.davis96@yahoo.com,Provo,84628,2026-02-23,2027-02-23,Organic Search,0,,Couple,45.3
M00296,Mark,Martin,mark.martin3@outlook.com,Salt Lake City,84123,2025-08-07,2026-08-07,Facebook Ads,7,2026-04-08,Family,82.73
M00297,Carter,Morris,carter.morris65@gmail.com,Salt Lake City,84184,2025-09-23,2026-09-23,Instagram Ads,4,2026-02-01,Family,87.63
M00298,Cheryl,Collins,cheryl.collins53@gmail.com,Fort Worth,76125,2025-10-02,2026-10-02,Word of Mouth,5,2026-02-18,Family,78.83
M00299,Marilyn,Patel,marilyn.patel23@gmail.com,Boise,83796,2025-12-24,2026-12-24,Facebook Ads,1,2026-01-28,Couple,58.76
M00300,Ronald,Gray,ronald.gray26@gmail.com,Fort Worth,76125,2025-06-11,2026-06-11,Facebook Ads,0,,Couple,53.97
M00301,Nolan,Perry,nolan.perry46@gmail.com,Austin,78761,2025-08-15,2026-08-15,Direct,4,2026-03-24,Family,64.89
M00302,Donna,Cox,donna.cox80@outlook.com,Boise,83776,2025-07-24,2026-07-24,Instagram Ads,5,2026-03-23,Family,67.08
M00303,Tristan,Nelson,tristan.nelson63@gmail.com,Phoenix,85059,2025-06-25,2026-06-25,Word of Mouth,11,2026-02-01,Individual,32.5
M00304,Jennifer,Wood,jennifer.wood5@gmail.com,Mesa,85282,2025-08-07,2026-08-07,Word of Mouth,10,2026-03-21,Couple,39.61
M00305,Kathryn,Gray,kathryn.gray35@gmail.com,San Antonio,78270,2025-11-01,2026-11-01,Groupon,2,2026-04-10,Couple,41.3
M00306,George,Jones,george.jones81@outlook.com,Austin,78737,2025-11-18,2026-11-18,Organic Search,1,2025-11-28,Family,96.52
M00307,Jessica,Phillips,jessica.phillips47@gmail.com,Phoenix,85097,2026-03-03,2027-03-03,Instagram Ads,0,,Family,75.41
M00308,Julie,Morgan,julie.morgan37@yahoo.com,Austin,78761,2025-10-28,2026-10-28,Facebook Ads,1,2025-11-13,Individual,19.55
M00309,Anna,Wright,anna.wright4@gmail.com,San Antonio,78294,2025-07-30,2026-07-30,Word of Mouth,0,,Family,60.69
M00310,Joseph,Perez,joseph.perez41@outlook.com,Idaho Falls,83462,2025-09-13,2026-09-13,Affiliate,0,,Family,94.43
M00311,Kimberly,Stewart,kimberly.stewart15@gmail.com,Houston,77025,2025-07-10,2026-07-10,Word of Mouth,9,2026-03-06,Family,96.99
M00312,Benjamin,Garcia,benjamin.garcia83@outlook.com,Provo,84694,2025-12-27,2026-12-27,Instagram Ads,1,2026-01-14,Individual,37.35
M00313,Gary,Simmons,gary.simmons50@gmail.com,El Paso,79942,2026-02-22,2027-02-22,Groupon,0,,Family Plus,116.24
M00314,Judy,Brooks,judy.brooks99@outlook.com,Phoenix,85020,2025-09-05,2026-09-05,Instagram Ads,0,,Family Plus,105.96
M00315,Christine,Henderson,christine.henderson13@outlook.com,Houston,77055,2025-10-19,2026-10-19,Groupon,0,,Family,80.91
M00316,Linda,Wilson,linda.wilson83@outlook.com,San Antonio,78227,2025-06-14,2026-06-14,Facebook Ads,7,2026-02-01,Couple,48.17
M00317,Elijah,Edwards,elijah.edwards3@outlook.com,Boise,83790,2025-11-21,2026-11-21,Facebook Ads,4,2026-03-20,Individual,28.25
M00318,Cooper,Wells,cooper.wells16@gmail.com,Phoenix,85044,2025-12-20,2026-12-20,Groupon,0,,Family,64.21
M00319,Justin,Carter,justin.carter54@gmail.com,San Antonio,78213,2025-10-11,2026-10-11,Groupon,0,,Couple,57.53
M00320,Lisa,Williams,lisa.williams61@gmail.com,Dallas,75298,2025-08-31,2026-08-31,Groupon,0,,Couple,50.5
M00321,Angela,Jackson,angela.jackson13@gmail.com,Salt Lake City,84140,2025-06-02,2026-06-02,Word of Mouth,8,2026-03-23,Couple,57.19
M00322,Brenda,Castillo,brenda.castillo56@gmail.com,Mesa,85288,2025-08-24,2026-08-24,Instagram Ads,0,,Family Plus,107.61
M00323,Samuel,Kennedy,samuel.kennedy98@outlook.com,Idaho Falls,83491,2025-12-05,2026-12-05,Instagram Ads,2,2026-02-19,Individual,21.97
M00324,Lauren,Wells,lauren.wells15@outlook.com,Salt Lake City,84121,2025-07-18,2026-07-18,Facebook Ads,0,,Couple,64.05
M00325,Hunter,Diaz,hunter.diaz75@yahoo.com,San Antonio,78233,2026-02-15,2027-02-15,Groupon,1,2026-02-25,Individual,34.37
M00326,Margaret,Chavez,margaret.chavez20@gmail.com,Houston,77094,2026-04-02,2027-04-02,Word of Mouth,1,2026-04-07,Family,69.77
M00327,Sara,King,sara.king28@outlook.com,Phoenix,85017,2026-02-18,2027-02-18,Organic Search,1,2026-02-22,Family,83.09
M00328,Ruth,Reed,ruth.reed83@outlook.com,Salt Lake City,84172,2025-05-31,2026-05-31,Instagram Ads,3,2025-12-25,Family,95.87
M00329,Peter,Patel,peter.patel79@gmail.com,Boise,83721,2025-12-11,2026-12-11,Facebook Ads,0,,Couple,52.91
M00330,Gabriel,Perez,gabriel.perez38@gmail.com,Salt Lake City,84171,2025-11-02,2026-11-02,Groupon,0,,Family Plus,113.64
M00331,Emma,Gonzalez,emma.gonzalez71@gmail.com,Salt Lake City,84123,2025-06-17,2026-06-17,Word of Mouth,0,,Couple,52.94
M00332,Patrick,Rogers,patrick.rogers75@gmail.com,Houston,77024,2025-09-15,2026-09-15,Organic Search,1,2025-09-27,Family,90.45
M00333,Doris,Murray,doris.murray80@yahoo.com,Idaho Falls,83433,2025-11-23,2026-11-23,Facebook Ads,3,2026-03-22,Individual,38.64
M00334,Jackson,Washington,jackson.washington39@outlook.com,Dallas,75296,2026-04-01,2027-04-01,TikTok Ads,1,2026-04-02,Family,91.19
M00335,Cameron,Nguyen,cameron.nguyen84@gmail.com,Provo,84678,2025-08-05,2026-08-05,Facebook Ads,1,2025-08-08,Couple,52.9
M00336,Victoria,Washington,victoria.washington61@gmail.com,Houston,77041,2026-03-09,2027-03-09,Facebook Ads,1,2026-03-16,Family,92.35
M00337,Connor,Howard,connor.howard5@gmail.com,Houston,77085,2025-07-29,2026-07-29,Organic Search,9,2026-01-12,Family Plus,121.58
M00338,Christina,King,christina.king38@yahoo.com,Dallas,75296,2026-01-12,2027-01-12,Organic Search,2,2026-03-20,Couple,53.17
M00339,Gabriel,Cox,gabriel.cox31@gmail.com,Salt Lake City,84112,2026-01-05,2027-01-05,Groupon,0,,Couple,59.31
M00340,David,Taylor,david.taylor44@gmail.com,Austin,78725,2025-10-05,2026-10-05,Word of Mouth,0,,Family,98.75
M00341,Mason,Morgan,mason.morgan20@outlook.com,Austin,78723,2025-08-13,2026-08-13,Organic Search,0,,Family Plus,104.76
M00342,Mark,Ramirez,mark.ramirez79@outlook.com,Salt Lake City,84181,2025-12-20,2026-12-20,Facebook Ads,1,2025-12-28,Individual,31.6
M00343,Megan,Sanchez,megan.sanchez20@yahoo.com,Salt Lake City,84135,2025-11-30,2026-11-30,Groupon,0,,Couple,62.07
M00344,Pamela,Baker,pamela.baker11@gmail.com,Tucson,85763,2025-07-07,2026-07-07,Groupon,4,2026-04-05,Family,65.06
M00345,Samuel,Perry,samuel.perry99@gmail.com,Salt Lake City,84114,2026-03-06,2027-03-06,Organic Search,0,,Family,95.1
M00346,Parker,Ramos,parker.ramos54@gmail.com,Boise,83780,2025-10-10,2026-10-10,Affiliate,5,2026-04-04,Family,71.55
M00347,Nicole,Perez,nicole.perez5@gmail.com,Dallas,75226,2025-07-17,2026-07-17,Word of Mouth,1,2025-07-18,Family,67.55
M00348,Owen,Gutierrez,owen.gutierrez31@yahoo.com,Dallas,75274,2025-05-18,2026-05-18,Facebook Ads,5,2026-03-25,Individual,26.46
M00349,Brandon,Reed,brandon.reed86@outlook.com,Boise,83758,2025-06-10,2026-06-10,Word of Mouth,9,2026-03-31,Couple,48.84
M00350,Tristan,Walker,tristan.walker89@gmail.com,Houston,77030,2025-05-31,2026-05-31,TikTok Ads,0,,Couple,67.55
M00351,Mark,Walker,mark.walker48@gmail.com,Salt Lake City,84129,2025-11-05,2026-11-05,Facebook Ads,0,,Couple,50.23
M00352,Paul,Butler,paul.butler7@yahoo.com,Phoenix,85033,2025-10-08,2026-10-08,Instagram Ads,1,2025-10-16,Family,63.89
M00353,Hunter,Murray,hunter.murray44@yahoo.com,Tucson,85787,2025-08-17,2026-08-17,Facebook Ads,0,,Individual,31.73
M00354,Joshua,Wood,joshua.wood12@outlook.com,Dallas,75239,2025-08-21,2026-08-21,Affiliate,0,,Couple,40.37
M00355,Grace,Thompson,grace.thompson22@outlook.com,San Antonio,78249,2025-12-27,2026-12-27,Word of Mouth,3,2026-01-12,Individual,30.19
M00356,Nicholas,Simmons,nicholas.simmons11@outlook.com,Dallas,75215,2026-01-02,2027-01-02,Word of Mouth,0,,Family Plus,101.24
M00357,Samantha,Ross,samantha.ross33@gmail.com,Fort Worth,76179,2025-12-21,2026-12-21,Facebook Ads,0,,Individual,24.11
M00358,Jessica,Wood,jessica.wood24@gmail.com,Salt Lake City,84159,2026-03-05,2027-03-05,Facebook Ads,1,2026-03-15,Individual,36.86
M00359,Gabriel,Foster,gabriel.foster15@gmail.com,Phoenix,85080,2025-12-06,2026-12-06,Groupon,1,2025-12-19,Family,75.3
M00360,Steven,Cox,steven.cox73@gmail.com,Salt Lake City,84191,2025-07-02,2026-07-02,Word of Mouth,0,,Family,64.69
M00361,Nicholas,Henderson,nicholas.henderson72@gmail.com,Salt Lake City,84169,2025-12-02,2026-12-02,TikTok Ads,2,2026-01-27,Family,85.12
M00362,Jordan,Reed,jordan.reed6@gmail.com,Houston,77018,2026-01-23,2027-01-23,Groupon,0,,Couple,42.69
M00363,Douglas,Turner,douglas.turner79@gmail.com,San Antonio,78297,2025-08-16,2026-08-16,TikTok Ads,3,2026-02-20,Family,98.19
M00364,Cooper,Hall,cooper.hall53@gmail.com,Tucson,85772,2026-02-24,2027-02-24,Instagram Ads,0,,Family,90.49
M00365,Doris,Simmons,doris.simmons87@gmail.com,Fort Worth,76158,2026-03-31,2027-03-31,Instagram Ads,1,2026-04-04,Couple,44.32
M00366,Ryan,Garcia,ryan.garcia98@gmail.com,Idaho Falls,83455,2025-11-29,2026-11-29,Facebook Ads,0,,Family,84.01
M00367,Elizabeth,Bailey,elizabeth.bailey64@outlook.com,Phoenix,85035,2025-11-13,2026-11-13,Direct,1,2025-12-03,Family,63.44
M00368,Steven,Taylor,steven.taylor17@gmail.com,Austin,78739,2026-03-24,2027-03-24,Affiliate,0,,Family,69.97
M00369,Beverly,Cook,beverly.cook88@gmail.com,Houston,77064,2025-10-21,2026-10-21,Organic Search,3,2026-04-01,Family Plus,90.87
M00370,Logan,Graham,logan.graham41@gmail.com,Phoenix,85020,2025-12-10,2026-12-10,Affiliate,2,2026-03-06,Family,98.61
M00371,Douglas,Miller,douglas.miller76@outlook.com,Provo,84641,2026-03-08,2027-03-08,Facebook Ads,0,,Couple,49.22
M00372,Hannah,Stewart,hannah.stewart10@outlook.com,San Antonio,78290,2026-03-18,2027-03-18,Groupon,1,2026-04-06,Individual,38.49
M00373,Victoria,Anderson,victoria.anderson39@yahoo.com,Salt Lake City,84117,2026-02-14,2027-02-14,Word of Mouth,2,2026-04-04,Couple,50.44
M00374,Cooper,Miller,cooper.miller59@gmail.com,Austin,78723,2025-12-26,2026-12-26,Facebook Ads,1,2026-01-01,Family,61.7
M00375,Sebastian,Simmons,sebastian.simmons24@gmail.com,San Antonio,78217,2025-10-03,2026-10-03,Facebook Ads,6,2026-03-08,Family,79.53
M00376,Sarah,Mendoza,sarah.mendoza25@outlook.com,Fort Worth,76186,2025-10-15,2026-10-15,Organic Search,0,,Family Plus,109.38
M00377,Olivia,James,olivia.james21@gmail.com,Mesa,85215,2025-12-08,2026-12-08,Word of Mouth,1,2025-12-21,Family Plus,112.0
M00378,Gregory,Long,gregory.long27@gmail.com,Provo,84610,2025-12-13,2026-12-13,Groupon,1,2025-12-14,Individual,19.6
M00379,Justin,Hall,justin.hall29@outlook.com,Dallas,75280,2025-11-21,2026-11-21,Facebook Ads,1,2025-12-09,Individual,22.52
M00380,Rebecca,Ward,rebecca.ward59@gmail.com,San Antonio,78294,2025-05-20,2026-05-20,Facebook Ads,0,,Family,90.96
M00381,Parker,Taylor,parker.taylor16@gmail.com,Idaho Falls,83434,2025-06-02,2026-06-02,Facebook Ads,1,2025-06-26,Couple,50.23
M00382,Katherine,Murphy,katherine.murphy7@yahoo.com,Salt Lake City,84175,2026-02-22,2027-02-22,TikTok Ads,0,,Family Plus,96.53
M00383,Abigail,Taylor,abigail.taylor22@gmail.com,San Antonio,78292,2025-12-30,2026-12-30,Instagram Ads,1,2026-01-07,Couple,54.57
M00384,Connor,Perry,connor.perry82@outlook.com,Salt Lake City,84138,2025-12-29,2026-12-29,Affiliate,0,,Family,68.38
M00385,Catherine,Rogers,catherine.rogers71@gmail.com,San Antonio,78247,2025-08-09,2026-08-09,Groupon,0,,Couple,56.52
M00386,Frank,Barnes,frank.barnes58@gmail.com,Dallas,75273,2026-03-16,2027-03-16,Groupon,1,2026-03-27,Couple,44.39
M00387,Larry,Collins,larry.collins13@gmail.com,Dallas,75279,2025-11-01,2026-11-01,Facebook Ads,0,,Individual,25.58
M00388,Larry,Carter,larry.carter91@yahoo.com,Provo,84679,2025-10-09,2026-10-09,Affiliate,0,,Individual,24.99
M00389,Ruth,Russell,ruth.russell75@yahoo.com,Boise,83729,2025-12-18,2026-12-18,Affiliate,0,,Couple,60.7
